left_knee_angle,left_shoulder_angle,left_elbow_angle,right_knee_angle,right_shoulder_angle,right_elbow_angle,category
172.83968440927725,48.29804164777829,109.01759094376409,173.45219155461635,42.54960554754598,53.999170629301176,pullshot
167.1286530284838,57.19234060946489,101.32161152173983,91.53222533644976,12.755148493004063,120.88487275260431,pullshot
138.7059031852457,18.08761971064172,8.97087144648479,172.42355128690426,32.00433719681672,30.817817805633073,pullshot
170.48445256384687,26.04373750163398,85.90604324932583,165.34869907705348,50.453148691740296,172.42027379249967,pullshot
165.52815796359747,55.7384927143802,133.82346214288125,167.37968186212177,65.7020116463159,90.15930922047369,pullshot
152.21514182272878,74.3963964111369,49.057106341585495,156.1279249741243,30.42000814277824,106.45642173356046,pullshot
170.83024000929743,77.1556917551899,150.90908255947434,157.03727463341684,84.13670391409875,89.80647642802872,pullshot
122.6355836556161,55.55272666658495,145.5874798804824,170.28053359073587,61.06793164178433,133.22034648374319,pullshot
171.89274175369636,50.41086552765717,110.27067705980727,143.98813832769588,43.10044721350371,126.90435240050948,pullshot
140.71873320676653,52.790646074330965,138.76596330459415,167.41228793105745,76.33853043749221,149.44527699823556,pullshot
172.0111396182624,48.5513808818921,135.32211024247152,155.51140511375655,31.58689539355664,115.91062670981248,pullshot
167.11202937914553,4.518774138371977,68.36948938000826,170.23665098440654,33.875029826668786,74.91627842280597,pullshot
170.85731941595327,63.971525047697725,134.440238528303,129.38474887276723,39.17951982585658,112.52623608555972,pullshot
136.21869237347087,54.251443816243956,140.06599881843752,169.72765299849507,61.8214867947728,135.54100899802955,pullshot
161.669798258664,51.99943373237184,161.0474728981486,121.99547868054671,34.32201675600101,156.24479196978402,pullshot
173.74356598289768,27.848767069386646,103.71848397515991,179.98362468522203,54.742688174534436,175.87694136025885,pullshot
166.25822554337824,25.940853699534635,143.57632920450837,66.0720836577007,61.09739819419279,43.768097514247614,pullshot
170.14605067998667,70.46677474794969,145.75902265295795,113.86919719664296,42.59301331867984,122.58733020290965,pullshot
157.41640769475893,27.0334981272945,46.924212402244166,159.05728193202347,58.782493854580395,61.243991439205615,pullshot
171.90450145560007,21.02220841040933,101.31370423642365,178.84918122098387,53.173283823108676,170.14576889463206,pullshot
