left_knee_angle,left_shoulder_angle,left_elbow_angle,right_knee_angle,right_shoulder_angle,right_elbow_angle,category
128.2855042552173,8.856538812688612,36.96328158534935,175.87910222104395,18.94507596613218,40.970483600632996,pullshot
177.08854369980403,80.41670242309853,112.99742916125399,177.77924946912694,14.453765908829983,34.29213924226415,pullshot
176.55577239332777,87.5987998483019,154.48372028688487,166.965437933548,41.11404815232116,45.262764732721145,pullshot
165.68774374932562,59.55846071153818,63.188191113019585,177.36874862562712,72.55037642476735,139.703733770436,pullshot
169.93181862987606,70.0616962954153,54.45753566490181,179.46486588490876,91.56754509776897,156.2106659690611,pullshot
154.47265046900037,96.79490907376328,153.00962213297674,172.78339555583355,37.320029962337,95.57381610183315,pullshot
167.29267374687004,72.76989717742191,54.58034087875615,178.25480204774985,128.3728739941889,71.09228572525373,pullshot
177.6035721551372,76.34444319292267,161.3914423148693,157.18832798730207,41.16507292348258,121.80387939136094,pullshot
170.85989450792107,72.48429228782497,56.18785169366729,175.87024446180067,92.45133725727389,160.08774764330678,pullshot
176.70585760386885,93.35938062810663,145.84423633193595,166.60260544016546,71.44889322790425,84.68765706285234,pullshot
167.8860063912501,47.11075739600324,62.160747763784116,178.84187920393336,86.84915096817113,147.35741694015817,pullshot
171.15524334832745,20.601208549857226,30.287479498779042,135.77100358559795,26.928329476414458,9.962240918740209,pullshot
177.16737897937614,53.166002109327074,112.81067860380529,169.13269724904703,24.77411559652133,91.37413767979925,pullshot
177.0298299486025,109.73687366521642,166.60707562190484,171.12144277220486,50.04840346647509,58.87353093740152,pullshot
169.726330369869,66.66424190184757,47.06282183807028,177.37220134132002,95.70253231583776,160.25837119794699,pullshot
141.7542020267385,96.386241584525,162.34777611984023,154.2433291680973,75.53743664270961,161.4531260878703,pullshot
135.7899854435028,71.97388870134432,172.54514581990892,136.4405339491709,76.34396530914495,150.00156798354536,pullshot
154.63956988890405,87.88193760698255,176.7678967163855,158.9345124566056,74.0014745750911,149.2467952672413,pullshot
145.07905759182657,74.82786110220331,158.83789609600504,158.06602962744157,71.0773583020785,134.21936965908694,pullshot
159.58251722345,67.5636145186685,164.11284271671389,90.10958156490429,53.321679665090436,170.57267421956504,pullshot
175.69241058264248,45.13099754584868,109.89368423361405,172.41875233519457,25.346178174455734,95.47086433048524,pullshot
143.19643605859127,76.4108055984724,137.24683165418222,160.8313261907293,71.93991170783791,154.38438428797002,pullshot
165.69108478008565,73.0984075607765,49.01401552274791,162.12901504987934,29.925765316566007,76.91865783004052,pullshot
140.63477188940465,76.52176833399557,153.0020298492245,117.77456260623171,55.97718097661469,146.3156045616931,pullshot
127.64530225878306,96.5377871502365,161.99171045141173,163.63086607341006,34.14572099969428,124.77982326689354,pullshot
161.2121873914094,57.92510086768097,173.96198646784194,123.71224678342845,42.33666008648019,143.69200416474658,pullshot
165.40175882952843,93.58052185559382,176.83522683937392,145.5391889332725,67.11095176920587,137.17724152819986,pullshot
140.8099269536201,74.28302006157767,138.243248853049,163.20006180410627,67.20758948499359,150.02949554530272,pullshot
165.84196801926288,70.0028782483812,149.5439135392914,146.33040185854148,75.91052613191704,151.41838284125694,pullshot
146.86883386002734,66.33050309296145,162.7735652285637,120.84610740871834,47.61865655347196,135.64138067113436,pullshot
143.94647848465505,93.30969597398591,165.55356645202494,161.33574637804696,49.05391578845944,141.84364179792624,pullshot
156.33619789940383,53.42916307362118,179.22868031395515,118.0463880089419,52.656206444730394,155.9373017714295,pullshot
158.68260971919472,95.88942657180479,159.3172325590106,146.50962154229754,66.6111107453966,141.42517791099576,pullshot
175.48861695633462,37.604936126792246,98.05904805109944,176.0208495868402,49.89920538501582,58.85437675293508,pullshot
171.85194936692432,68.47470717508779,141.1530489689649,108.56088861943118,39.08063513340477,104.95091216479436,pullshot
170.01048906038807,60.24706647458857,133.0565754130653,138.6742252977244,40.70319986347839,114.96020097296845,pullshot
176.94491934973576,77.42526013561188,113.41459362408386,174.54569224633465,74.6171110229619,79.86408716027051,pullshot
80.03536074489921,177.27460962832353,164.27912691546237,74.33957627568384,176.52497546343446,167.52455642960723,pullshot
122.18462709705133,51.5348744107552,134.4891035335574,171.82050109845517,58.758376681309876,131.2762438524258,pullshot
120.73169435247507,70.21328207807879,134.29633522393638,171.88309392514597,50.326991831179846,137.18651748687904,pullshot
175.02201515544144,51.2592514589833,124.6496396573496,138.92313615185856,56.866336857374975,129.07478060890375,pullshot
170.65021519408023,70.83090069957977,147.04146323090524,110.34778406582613,41.590919152230185,127.69635890802296,pullshot
165.4546739358906,72.17248606229901,137.33304581599182,178.62189178472957,77.77542963868251,107.2518628985427,pullshot
120.62616357558105,53.73931043003384,143.93026992420715,168.9055209280009,62.67484061164175,140.84410070165197,pullshot
178.42944677509405,87.98350581984897,141.2329187023653,165.22946269086447,88.13546591109923,118.01389691870284,pullshot
100.14379181240768,12.72103097030609,87.66656324853074,157.9964912134883,25.959236909352743,173.68263601603942,pullshot
164.12655043841963,37.08150862654466,17.79931300067277,86.10492001748565,34.00561613493699,19.039449794995974,pullshot
118.81745532348414,13.123216348568862,167.351436445027,168.93372643652427,65.23443085395485,35.98992767736567,pullshot
170.46464440790407,35.27038159212188,115.80001535440937,179.01726271590547,58.85888198386309,176.20117618370958,pullshot
161.9328413426164,60.284126968694615,128.65630304583524,167.4899837830233,72.62794325416924,78.26675644425539,pullshot
